Renewable,LC,Main,LS,Bmode,,,,,,,,,,,,
199,7,2,7,-1,,,,,,,,,,,,
200,0,0,0,1,,,,,,,,,,,,
200,1,0,1,1,,,,,,,,,,,,
200,2,0,2,0,,,,,,,,,,,,
200,3,0.8,3,0,,,,,,,,,,,,
200,4,0,4,0,,,,,,,,,,,,
200,5,0,5,0,,,,,,,,,,,,
200,6,1.2,6,0,,,,,,,,,,,,
200,7,2,7,0,,,,,,,,,,,,
201,0,0,0,1,,,,,,,,,,,,
201,1,0,1,1,,,,,,,,,,,,
201,2,0,2,0,,,,,,,,,,,,
201,3,0.8,3,0,,,,,,,,,,,,
201,4,0,4,0,,,,,,,,,,,,
201,5,0,5,0,,,,,,,,,,,,
201,6,1.2,6,0,,,,,,,,,,,,
201,7,2,7,0,,,,,,,,,,,,
202,0,0,0,1,,,,,,,,,,,,
202,1,0,1,1,,,,,,,,,,,,
202,2,0,2,0,,,,,,,,,,,,
202,3,0.8,3,0,,,,,,,,,,,,
202,4,0,4,0,,,,,,,,,,,,
202,5,0,5,0,,,,,,,,,,,,
202,6,1.2,6,0,,,,,,,,,,,,
202,7,2,7,0,,,,,,,,,,,,
203,0,0,0,1,,,,,,,,,,,,
203,1,0,1,1,,,,,,,,,,,,
203,2,0,2,0,,,,,,,,,,,,
203,3,0.8,3,0,,,,,,,,,,,,
203,4,0,4,0,,,,,,,,,,,,
203,5,0,5,0,,,,,,,,,,,,
203,6,1.2,6,0,,,,,,,,,,,,
203,7,2,7,0,,,,,,,,,,,,
204,0,0,0,1,,,,,,,,,,,,
204,1,0,1,1,,,,,,,,,,,,
204,2,0,2,0,,,,,,,,,,,,
204,3,0.8,3,0,,,,,,,,,,,,
204,4,0,4,0,,,,,,,,,,,,
204,5,0,5,0,,,,,,,,,,,,
204,6,1.2,6,0,,,,,,,,,,,,
204,7,2,7,0,,,,,,,,,,,,
205,0,0,0,1,,,,,,,,,,,,
205,1,0,1,1,,,,,,,,,,,,
205,2,0,2,0,,,,,,,,,,,,
205,3,0.8,3,0,,,,,,,,,,,,
205,4,0,4,0,,,,,,,,,,,,
205,5,0,5,0,,,,,,,,,,,,
205,6,1.2,6,0,,,,,,,,,,,,
205,7,2,7,0,,,,,,,,,,,,
206,0,0,0,1,,,,,,,,,,,,
206,1,0,1,1,,,,,,,,,,,,
206,2,0,2,0,,,,,,,,,,,,
206,3,0.8,3,0,,,,,,,,,,,,
206,4,0,4,0,,,,,,,,,,,,
206,5,0,5,0,,,,,,,,,,,,
206,6,1.2,6,0,,,,,,,,,,,,
206,7,2,7,0,,,,,,,,,,,,
207,0,0,0,1,,,,,,,,,,,,
207,1,0,1,1,,,,,,,,,,,,
207,2,0,2,0,,,,,,,,,,,,
207,3,0.8,3,0,,,,,,,,,,,,
207,4,0,4,0,,,,,,,,,,,,
207,5,0,5,0,,,,,,,,,,,,
207,6,1.2,6,0,,,,,,,,,,,,
207,7,2,7,0,,,,,,,,,,,,
208,0,0,0,1,,,,,,,,,,,,
208,1,0,1,1,,,,,,,,,,,,
208,2,0,2,0,,,,,,,,,,,,
208,3,0.8,3,0,,,,,,,,,,,,
208,4,0,4,0,,,,,,,,,,,,
208,5,0,5,0,,,,,,,,,,,,
208,6,1.2,6,0,,,,,,,,,,,,
208,7,2,7,0,,,,,,,,,,,,
209,0,0,0,1,,,,,,,,,,,,
209,1,0,1,1,,,,,,,,,,,,
209,2,0,2,0,,,,,,,,,,,,
209,3,0.8,3,0,,,,,,,,,,,,
209,4,0,4,0,,,,,,,,,,,,
209,5,0,5,0,,,,,,,,,,,,
209,6,1.2,6,0,,,,,,,,,,,,
209,7,2,7,0,,,,,,,,,,,,
210,0,0,0,1,,,,,,,,,,,,
210,1,0,1,1,,,,,,,,,,,,
210,2,0,2,0,,,,,,,,,,,,
210,3,0.8,3,0,,,,,,,,,,,,
210,4,0,4,0,,,,,,,,,,,,
210,5,0,5,0,,,,,,,,,,,,
210,6,1.2,6,0,,,,,,,,,,,,
210,7,2,7,0,,,,,,,,,,,,
211,0,0,0,1,,,,,,,,,,,,
211,1,0,1,1,,,,,,,,,,,,
211,2,0,2,0,,,,,,,,,,,,
211,3,0.8,3,0,,,,,,,,,,,,
211,4,0,4,0,,,,,,,,,,,,
211,5,0,5,0,,,,,,,,,,,,
211,6,1.2,6,0,,,,,,,,,,,,
211,7,2,7,0,,,,,,,,,,,,
212,0,0,0,1,,,,,,,,,,,,
212,1,0,1,1,,,,,,,,,,,,
212,2,0,2,0,,,,,,,,,,,,
212,3,0.8,3,0,,,,,,,,,,,,
212,4,0,4,0,,,,,,,,,,,,
212,5,0,5,0,,,,,,,,,,,,
212,6,1.2,6,0,,,,,,,,,,,,
212,7,2,7,0,,,,,,,,,,,,
213,0,0,0,1,,,,,,,,,,,,
213,1,0,1,1,,,,,,,,,,,,
213,2,0,2,0,,,,,,,,,,,,
213,3,0.8,3,0,,,,,,,,,,,,
213,4,0,4,0,,,,,,,,,,,,
213,5,0,5,0,,,,,,,,,,,,
213,6,1.2,6,0,,,,,,,,,,,,
213,7,2,7,0,,,,,,,,,,,,
214,0,0,0,1,,,,,,,,,,,,
214,1,0,1,1,,,,,,,,,,,,
214,2,0,2,0,,,,,,,,,,,,
214,3,0.8,3,0,,,,,,,,,,,,
214,4,0,4,0,,,,,,,,,,,,
214,5,0,5,0,,,,,,,,,,,,
214,6,1.2,6,0,,,,,,,,,,,,
214,7,2,7,0,,,,,,,,,,,,
215,0,0,0,1,,,,,,,,,,,,
215,1,0,1,1,,,,,,,,,,,,
215,2,0,2,0,,,,,,,,,,,,
215,3,0.8,3,0,,,,,,,,,,,,
215,4,0,4,0,,,,,,,,,,,,
215,5,0,5,0,,,,,,,,,,,,
215,6,1.2,6,0,,,,,,,,,,,,
215,7,2,7,0,,,,,,,,,,,,
216,0,0,0,1,,,,,,,,,,,,
216,1,0,1,1,,,,,,,,,,,,
216,2,0,2,0,,,,,,,,,,,,
216,3,0.8,3,0,,,,,,,,,,,,
216,4,0,4,0,,,,,,,,,,,,
216,5,0,5,0,,,,,,,,,,,,
216,6,1.2,6,0,,,,,,,,,,,,
216,7,2,7,0,,,,,,,,,,,,
217,0,0,0,1,,,,,,,,,,,,
217,1,0,1,1,,,,,,,,,,,,
217,2,0,2,0,,,,,,,,,,,,
217,3,0.8,3,0,,,,,,,,,,,,
217,4,0,4,0,,,,,,,,,,,,
217,5,0,5,0,,,,,,,,,,,,
217,6,1.2,6,0,,,,,,,,,,,,
217,7,2,7,0,,,,,,,,,,,,
218,0,0,0,1,,,,,,,,,,,,
218,1,0,1,1,,,,,,,,,,,,
218,2,0,2,0,,,,,,,,,,,,
218,3,0.8,3,0,,,,,,,,,,,,
218,4,0,4,0,,,,,,,,,,,,
218,5,0,5,0,,,,,,,,,,,,
218,6,1.2,6,0,,,,,,,,,,,,
218,7,2,7,0,,,,,,,,,,,,
219,0,0,0,1,,,,,,,,,,,,
219,1,0,1,1,,,,,,,,,,,,
219,2,0,2,0,,,,,,,,,,,,
219,3,0.8,3,0,,,,,,,,,,,,
219,4,0,4,0,,,,,,,,,,,,
219,5,0,5,0,,,,,,,,,,,,
219,6,1.2,6,0,,,,,,,,,,,,
219,7,2,7,0,,,,,,,,,,,,
220,0,0,0,1,,,,,,,,,,,,
220,1,0,1,1,,,,,,,,,,,,
220,2,0,2,0,,,,,,,,,,,,
220,3,0.8,3,0,,,,,,,,,,,,
220,4,0,4,0,,,,,,,,,,,,
220,5,0,5,0,,,,,,,,,,,,
220,6,1.2,6,0,,,,,,,,,,,,
220,7,2,7,0,,,,,,,,,,,,
221,0,0,0,1,,,,,,,,,,,,
221,1,0,1,1,,,,,,,,,,,,
221,2,0,2,0,,,,,,,,,,,,
221,3,0.8,3,0,,,,,,,,,,,,
221,4,0,4,0,,,,,,,,,,,,
221,5,0,5,0,,,,,,,,,,,,
221,6,1.2,6,0,,,,,,,,,,,,
221,7,2,7,0,,,,,,,,,,,,
222,0,0,0,1,,,,,,,,,,,,
222,1,0,1,1,,,,,,,,,,,,
222,2,0,2,0,,,,,,,,,,,,
222,3,0.8,3,0,,,,,,,,,,,,
222,4,0,4,0,,,,,,,,,,,,
222,5,0,5,0,,,,,,,,,,,,
222,6,1.2,6,0,,,,,,,,,,,,
222,7,2,7,0,,,,,,,,,,,,
223,0,0,0,1,,,,,,,,,,,,
223,1,0,1,1,,,,,,,,,,,,
223,2,0,2,0,,,,,,,,,,,,
223,3,0.8,3,0,,,,,,,,,,,,
223,4,0,4,0,,,,,,,,,,,,
223,5,0,5,0,,,,,,,,,,,,
223,6,1.2,6,0,,,,,,,,,,,,
223,7,2,7,0,,,,,,,,,,,,
224,0,0,0,1,,,,,,,,,,,,
224,1,0,1,1,,,,,,,,,,,,
224,2,0,2,0,,,,,,,,,,,,
224,3,0.8,3,0,,,,,,,,,,,,
224,4,0,4,0,,,,,,,,,,,,
224,5,0,5,0,,,,,,,,,,,,
224,6,1.2,6,0,,,,,,,,,,,,
224,7,2,7,0,,,,,,,,,,,,
225,0,0,0,1,,,,,,,,,,,,
225,1,0,1,1,,,,,,,,,,,,
225,2,0,2,0,,,,,,,,,,,,
225,3,0.8,3,0,,,,,,,,,,,,
225,4,0,4,0,,,,,,,,,,,,
225,5,0,5,0,,,,,,,,,,,,
225,6,1.2,6,0,,,,,,,,,,,,
225,7,2,7,0,,,,,,,,,,,,
226,0,0,0,1,,,,,,,,,,,,
226,1,0,1,1,,,,,,,,,,,,
226,2,0,2,0,,,,,,,,,,,,
226,3,0.8,3,0,,,,,,,,,,,,
226,4,0,4,0,,,,,,,,,,,,
226,5,0,5,0,,,,,,,,,,,,
226,6,1.2,6,0,,,,,,,,,,,,
226,7,2,7,0,,,,,,,,,,,,
227,0,0,0,1,,,,,,,,,,,,
227,1,0,1,1,,,,,,,,,,,,
227,2,0,2,0,,,,,,,,,,,,
227,3,0.8,3,0,,,,,,,,,,,,
227,4,0,4,0,,,,,,,,,,,,
227,5,0,5,0,,,,,,,,,,,,
227,6,1.2,6,0,,,,,,,,,,,,
227,7,2,7,0,,,,,,,,,,,,
228,0,0,0,1,,,,,,,,,,,,
228,1,0,1,1,,,,,,,,,,,,
228,2,0,2,0,,,,,,,,,,,,
228,3,0.8,3,0,,,,,,,,,,,,
228,4,0,4,0,,,,,,,,,,,,
228,5,0,5,0,,,,,,,,,,,,
228,6,1.2,6,0,,,,,,,,,,,,
228,7,2,7,0,,,,,,,,,,,,
229,0,0,0,1,,,,,,,,,,,,
229,1,0,1,1,,,,,,,,,,,,
229,2,0,2,0,,,,,,,,,,,,
229,3,0.8,3,0,,,,,,,,,,,,
229,4,0,4,0,,,,,,,,,,,,
229,5,0,5,0,,,,,,,,,,,,
229,6,1.2,6,0,,,,,,,,,,,,
229,7,2,7,0,,,,,,,,,,,,
230,0,0,0,1,,,,,,,,,,,,
230,1,0,1,1,,,,,,,,,,,,
230,2,0,2,0,,,,,,,,,,,,
230,3,0.8,3,0,,,,,,,,,,,,
230,4,0,4,0,,,,,,,,,,,,
230,5,0,5,0,,,,,,,,,,,,
230,6,1.2,6,0,,,,,,,,,,,,
230,7,2,7,0,,,,,,,,,,,,
231,0,0,0,1,,,,,,,,,,,,
231,1,0,1,1,,,,,,,,,,,,
231,2,0,2,0,,,,,,,,,,,,
231,3,0.8,3,0,,,,,,,,,,,,
231,4,0,4,0,,,,,,,,,,,,
231,5,0,5,0,,,,,,,,,,,,
231,6,1.2,6,0,,,,,,,,,,,,
231,7,2,7,0,,,,,,,,,,,,
232,0,0,0,1,,,,,,,,,,,,
232,1,0,1,1,,,,,,,,,,,,
232,2,0,2,0,,,,,,,,,,,,
232,3,0.8,3,0,,,,,,,,,,,,
232,4,0,4,0,,,,,,,,,,,,
232,5,0,5,0,,,,,,,,,,,,
232,6,1.2,6,0,,,,,,,,,,,,
232,7,2,7,0,,,,,,,,,,,,
233,0,0,0,1,,,,,,,,,,,,
233,1,0,1,1,,,,,,,,,,,,
233,2,0,2,0,,,,,,,,,,,,
233,3,0.8,3,0,,,,,,,,,,,,
233,4,0,4,0,,,,,,,,,,,,
233,5,0,5,0,,,,,,,,,,,,
233,6,1.2,6,0,,,,,,,,,,,,
233,7,2,7,0,,,,,,,,,,,,
234,0,0,0,1,,,,,,,,,,,,
234,1,0,1,1,,,,,,,,,,,,
234,2,0,2,0,,,,,,,,,,,,
234,3,0.8,3,0,,,,,,,,,,,,
234,4,0,4,0,,,,,,,,,,,,
234,5,0,5,0,,,,,,,,,,,,
234,6,1.2,6,0,,,,,,,,,,,,
234,7,2,7,0,,,,,,,,,,,,
235,0,0,0,1,,,,,,,,,,,,
235,1,0,1,1,,,,,,,,,,,,
235,2,0,2,0,,,,,,,,,,,,
235,3,0.8,3,0,,,,,,,,,,,,
235,4,0,4,0,,,,,,,,,,,,
235,5,0,5,0,,,,,,,,,,,,
235,6,1.2,6,0,,,,,,,,,,,,
235,7,2,7,0,,,,,,,,,,,,
236,0,0,0,1,,,,,,,,,,,,
236,1,0,1,1,,,,,,,,,,,,
236,2,0,2,0,,,,,,,,,,,,
236,3,0.8,3,0,,,,,,,,,,,,
236,4,0,4,0,,,,,,,,,,,,
236,5,0,5,0,,,,,,,,,,,,
236,6,1.2,6,0,,,,,,,,,,,,
236,7,2,7,0,,,,,,,,,,,,
237,0,0,0,1,,,,,,,,,,,,
237,1,0,1,1,,,,,,,,,,,,
237,2,0,2,0,,,,,,,,,,,,
237,3,0.8,3,0,,,,,,,,,,,,
237,4,0,4,0,,,,,,,,,,,,
237,5,0,5,0,,,,,,,,,,,,
237,6,1.2,6,0,,,,,,,,,,,,
237,7,2,7,0,,,,,,,,,,,,
238,0,0,0,1,,,,,,,,,,,,
238,1,0,1,1,,,,,,,,,,,,
238,2,0,2,0,,,,,,,,,,,,
238,3,0.8,3,0,,,,,,,,,,,,
238,4,0,4,0,,,,,,,,,,,,
238,5,0,5,0,,,,,,,,,,,,
238,6,1.2,6,0,,,,,,,,,,,,
238,7,2,7,0,,,,,,,,,,,,
239,0,0,0,1,,,,,,,,,,,,
239,1,0,1,1,,,,,,,,,,,,
239,2,0,2,0,,,,,,,,,,,,
239,3,0.8,3,0,,,,,,,,,,,,
239,4,0,4,0,,,,,,,,,,,,
239,5,0,5,0,,,,,,,,,,,,
239,6,1.2,6,0,,,,,,,,,,,,
239,7,2,7,0,,,,,,,,,,,,
240,0,0,0,1,,,,,,,,,,,,
240,1,0,1,1,,,,,,,,,,,,
240,2,0,2,0,,,,,,,,,,,,
240,3,0.8,3,0,,,,,,,,,,,,
240,4,0,4,0,,,,,,,,,,,,
240,5,0,5,0,,,,,,,,,,,,
240,6,1.2,6,0,,,,,,,,,,,,
240,7,2,7,0,,,,,,,,,,,,
241,0,0,0,1,,,,,,,,,,,,
241,1,0,1,1,,,,,,,,,,,,
241,2,0,2,0,,,,,,,,,,,,
241,3,0.8,3,0,,,,,,,,,,,,
241,4,0,4,0,,,,,,,,,,,,
241,5,0,5,0,,,,,,,,,,,,
241,6,1.2,6,0,,,,,,,,,,,,
241,7,2,7,0,,,,,,,,,,,,
242,0,0,0,1,,,,,,,,,,,,
242,1,0,1,1,,,,,,,,,,,,
242,2,0,2,0,,,,,,,,,,,,
242,3,0.8,3,0,,,,,,,,,,,,
242,4,0,4,0,,,,,,,,,,,,
242,5,0,5,0,,,,,,,,,,,,
242,6,1.2,6,0,,,,,,,,,,,,
242,7,2,7,0,,,,,,,,,,,,
243,0,0,0,1,,,,,,,,,,,,
243,1,0,1,1,,,,,,,,,,,,
243,2,0,2,0,,,,,,,,,,,,
243,3,0.8,3,0,,,,,,,,,,,,
243,4,0,4,0,,,,,,,,,,,,
243,5,0,5,0,,,,,,,,,,,,
243,6,1.2,6,0,,,,,,,,,,,,
243,7,2,7,0,,,,,,,,,,,,
244,0,0,0,1,,,,,,,,,,,,
244,1,0,1,1,,,,,,,,,,,,
244,2,0,2,0,,,,,,,,,,,,
244,3,0.8,3,0,,,,,,,,,,,,
244,4,0,4,0,,,,,,,,,,,,
244,5,0,5,0,,,,,,,,,,,,
244,6,1.2,6,0,,,,,,,,,,,,
244,7,2,7,0,,,,,,,,,,,,
245,0,0,0,1,,,,,,,,,,,,
245,1,0,1,1,,,,,,,,,,,,
245,2,0,2,0,,,,,,,,,,,,
245,3,0.8,3,0,,,,,,,,,,,,
245,4,0,4,0,,,,,,,,,,,,
245,5,0,5,0,,,,,,,,,,,,
245,6,1.2,6,0,,,,,,,,,,,,
245,7,2,7,0,,,,,,,,,,,,
246,0,0,0,1,,,,,,,,,,,,
246,1,0,1,1,,,,,,,,,,,,
246,2,0,2,0,,,,,,,,,,,,
246,3,0.8,3,0,,,,,,,,,,,,
246,4,0,4,0,,,,,,,,,,,,
246,5,0,5,0,,,,,,,,,,,,
246,6,1.2,6,0,,,,,,,,,,,,
246,7,2,7,0,,,,,,,,,,,,
247,0,0,0,1,,,,,,,,,,,,
247,1,0,1,1,,,,,,,,,,,,
247,2,0,2,0,,,,,,,,,,,,
247,3,0.8,3,0,,,,,,,,,,,,
247,4,0,4,0,,,,,,,,,,,,
247,5,0,5,0,,,,,,,,,,,,
247,6,1.2,6,0,,,,,,,,,,,,
247,7,2,7,0,,,,,,,,,,,,
248,0,0,0,1,,,,,,,,,,,,
248,1,0,1,1,,,,,,,,,,,,
248,2,0,2,0,,,,,,,,,,,,
248,3,0.8,3,0,,,,,,,,,,,,
248,4,0,4,0,,,,,,,,,,,,
248,5,0,5,0,,,,,,,,,,,,
248,6,1.2,6,0,,,,,,,,,,,,
248,7,2,7,0,,,,,,,,,,,,
249,0,0,0,1,,,,,,,,,,,,
249,1,0,1,1,,,,,,,,,,,,
249,2,0,2,0,,,,,,,,,,,,
249,3,0.8,3,0,,,,,,,,,,,,
249,4,0,4,0,,,,,,,,,,,,
249,5,0,5,0,,,,,,,,,,,,
249,6,1.2,6,0,,,,,,,,,,,,
249,7,2,7,0,,,,,,,,,,,,
250,0,0,0,1,,,,,,,,,,,,
250,1,0,1,1,,,,,,,,,,,,
250,2,0,2,0,,,,,,,,,,,,
250,3,0.8,3,0,,,,,,,,,,,,
250,4,0,4,0,,,,,,,,,,,,
250,5,0,5,0,,,,,,,,,,,,
250,6,1.2,6,0,,,,,,,,,,,,
250,7,2,7,0,,,,,,,,,,,,
251,0,0,0,1,,,,,,,,,,,,
251,1,0,1,1,,,,,,,,,,,,
251,2,0,2,0,,,,,,,,,,,,
251,3,0.8,3,0,,,,,,,,,,,,
251,4,0,4,0,,,,,,,,,,,,
251,5,0,5,0,,,,,,,,,,,,
251,6,1.2,6,0,,,,,,,,,,,,
251,7,2,7,0,,,,,,,,,,,,
252,0,0,0,1,,,,,,,,,,,,
252,1,0,1,1,,,,,,,,,,,,
252,2,0,2,0,,,,,,,,,,,,
252,3,0.8,3,0,,,,,,,,,,,,
252,4,0,4,0,,,,,,,,,,,,
252,5,0,5,0,,,,,,,,,,,,
252,6,1.2,6,0,,,,,,,,,,,,
252,7,2,7,0,,,,,,,,,,,,
253,0,0,0,1,,,,,,,,,,,,
253,1,0,1,1,,,,,,,,,,,,
253,2,0,2,0,,,,,,,,,,,,
253,3,0.8,3,0,,,,,,,,,,,,
253,4,0,4,0,,,,,,,,,,,,
253,5,0,5,0,,,,,,,,,,,,
253,6,1.2,6,0,,,,,,,,,,,,
253,7,2,7,0,,,,,,,,,,,,
254,0,0,0,1,,,,,,,,,,,,
254,1,0,1,1,,,,,,,,,,,,
254,2,0,2,0,,,,,,,,,,,,
254,3,0.8,3,0,,,,,,,,,,,,
254,4,0,4,0,,,,,,,,,,,,
254,5,0,5,0,,,,,,,,,,,,
254,6,1.2,6,0,,,,,,,,,,,,
254,7,2,7,0,,,,,,,,,,,,
255,0,0,0,1,,,,,,,,,,,,
255,1,0,1,1,,,,,,,,,,,,
255,2,0,2,0,,,,,,,,,,,,
255,3,0.8,3,0,,,,,,,,,,,,
255,4,0,4,0,,,,,,,,,,,,
255,5,0,5,0,,,,,,,,,,,,
255,6,1.2,6,0,,,,,,,,,,,,
255,7,2,7,0,,,,,,,,,,,,
256,0,0,0,1,,,,,,,,,,,,
256,1,0,1,1,,,,,,,,,,,,
256,2,0,2,0,,,,,,,,,,,,
256,3,0.8,3,0,,,,,,,,,,,,
256,4,0,4,0,,,,,,,,,,,,
256,5,0,5,0,,,,,,,,,,,,
256,6,1.2,6,0,,,,,,,,,,,,
256,7,2,7,0,,,,,,,,,,,,
257,0,0,0,1,,,,,,,,,,,,
257,1,0,1,1,,,,,,,,,,,,
257,2,0,2,0,,,,,,,,,,,,
257,3,0.8,3,0,,,,,,,,,,,,
257,4,0,4,0,,,,,,,,,,,,
257,5,0,5,0,,,,,,,,,,,,
257,6,1.2,6,0,,,,,,,,,,,,
257,7,2,7,0,,,,,,,,,,,,
258,0,0,0,1,,,,,,,,,,,,
258,1,0,1,1,,,,,,,,,,,,
258,2,0,2,0,,,,,,,,,,,,
258,3,0.8,3,0,,,,,,,,,,,,
258,4,0,4,0,,,,,,,,,,,,
258,5,0,5,0,,,,,,,,,,,,
258,6,1.2,6,0,,,,,,,,,,,,
258,7,2,7,0,,,,,,,,,,,,
259,0,0,0,1,,,,,,,,,,,,
259,1,0,1,1,,,,,,,,,,,,
259,2,0,2,0,,,,,,,,,,,,
259,3,0.8,3,0,,,,,,,,,,,,
259,4,0,4,0,,,,,,,,,,,,
259,5,0,5,0,,,,,,,,,,,,
259,6,1.2,6,0,,,,,,,,,,,,
259,7,2,7,0,,,,,,,,,,,,
260,0,0,0,1,,,,,,,,,,,,
260,1,0,1,1,,,,,,,,,,,,
260,2,0,2,0,,,,,,,,,,,,
260,3,0.8,3,0,,,,,,,,,,,,
260,4,0,4,0,,,,,,,,,,,,
260,5,0,5,0,,,,,,,,,,,,
260,6,1.2,6,0,,,,,,,,,,,,
260,7,2,7,0,,,,,,,,,,,,
261,0,0,0,1,,,,,,,,,,,,
261,1,0,1,1,,,,,,,,,,,,
261,2,0,2,0,,,,,,,,,,,,
261,3,0.8,3,0,,,,,,,,,,,,
261,4,0,4,0,,,,,,,,,,,,
261,5,0,5,0,,,,,,,,,,,,
261,6,1.2,6,0,,,,,,,,,,,,
261,7,2,7,0,,,,,,,,,,,,
262,0,0,0,1,,,,,,,,,,,,
262,1,0,1,1,,,,,,,,,,,,
262,2,0,2,0,,,,,,,,,,,,
262,3,0.8,3,0,,,,,,,,,,,,
262,4,0,4,0,,,,,,,,,,,,
262,5,0,5,0,,,,,,,,,,,,
262,6,1.2,6,0,,,,,,,,,,,,
262,7,2,7,0,,,,,,,,,,,,
263,0,0,0,1,,,,,,,,,,,,
263,1,0,1,1,,,,,,,,,,,,
263,2,0,2,0,,,,,,,,,,,,
263,3,0.8,3,0,,,,,,,,,,,,
263,4,0,4,0,,,,,,,,,,,,
263,5,0,5,0,,,,,,,,,,,,
263,6,1.2,6,0,,,,,,,,,,,,
263,7,2,7,0,,,,,,,,,,,,
264,0,0,0,1,,,,,,,,,,,,
264,1,0,1,1,,,,,,,,,,,,
264,2,0,2,0,,,,,,,,,,,,
264,3,0.8,3,0,,,,,,,,,,,,
264,4,0,4,0,,,,,,,,,,,,
264,5,0,5,0,,,,,,,,,,,,
264,6,1.2,6,0,,,,,,,,,,,,
264,7,2,7,0,,,,,,,,,,,,
265,0,0,0,1,,,,,,,,,,,,
265,1,0,1,1,,,,,,,,,,,,
265,2,0,2,0,,,,,,,,,,,,
265,3,0.8,3,0,,,,,,,,,,,,
265,4,0,4,0,,,,,,,,,,,,
265,5,0,5,0,,,,,,,,,,,,
265,6,1.2,6,0,,,,,,,,,,,,
265,7,2,7,0,,,,,,,,,,,,
266,0,0,0,1,,,,,,,,,,,,
266,1,0,1,1,,,,,,,,,,,,
266,2,0,2,0,,,,,,,,,,,,
266,3,0.8,3,0,,,,,,,,,,,,
266,4,0,4,0,,,,,,,,,,,,
266,5,0,5,0,,,,,,,,,,,,
266,6,1.2,6,0,,,,,,,,,,,,
266,7,2,7,0,,,,,,,,,,,,
267,0,0,0,1,,,,,,,,,,,,
267,1,0,1,1,,,,,,,,,,,,
267,2,0,2,0,,,,,,,,,,,,
267,3,0.8,3,0,,,,,,,,,,,,
267,4,0,4,0,,,,,,,,,,,,
267,5,0,5,0,,,,,,,,,,,,
267,6,1.2,6,0,,,,,,,,,,,,
267,7,2,7,0,,,,,,,,,,,,
268,0,0,0,1,,,,,,,,,,,,
268,1,0,1,1,,,,,,,,,,,,
268,2,0,2,0,,,,,,,,,,,,
268,3,0.8,3,0,,,,,,,,,,,,
268,4,0,4,0,,,,,,,,,,,,
268,5,0,5,0,,,,,,,,,,,,
268,6,1.2,6,0,,,,,,,,,,,,
268,7,2,7,0,,,,,,,,,,,,
269,0,0,0,1,,,,,,,,,,,,
269,1,0,1,1,,,,,,,,,,,,
269,2,0,2,0,,,,,,,,,,,,
269,3,0.8,3,0,,,,,,,,,,,,
269,4,0,4,0,,,,,,,,,,,,
269,5,0,5,0,,,,,,,,,,,,
269,6,1.2,6,0,,,,,,,,,,,,
269,7,2,7,0,,,,,,,,,,,,
270,0,0,0,1,,,,,,,,,,,,
270,1,0,1,1,,,,,,,,,,,,
270,2,0,2,0,,,,,,,,,,,,
270,3,0.8,3,0,,,,,,,,,,,,
270,4,0,4,0,,,,,,,,,,,,
270,5,0,5,0,,,,,,,,,,,,
270,6,1.2,6,0,,,,,,,,,,,,
270,7,2,7,0,,,,,,,,,,,,
271,0,0,0,1,,,,,,,,,,,,
271,1,0,1,1,,,,,,,,,,,,
271,2,0,2,0,,,,,,,,,,,,
271,3,0.8,3,0,,,,,,,,,,,,
271,4,0,4,0,,,,,,,,,,,,
271,5,0,5,0,,,,,,,,,,,,
271,6,1.2,6,0,,,,,,,,,,,,
271,7,2,7,0,,,,,,,,,,,,
272,0,0,0,1,,,,,,,,,,,,
272,1,0,1,1,,,,,,,,,,,,
272,2,0,2,0,,,,,,,,,,,,
272,3,0.8,3,0,,,,,,,,,,,,
272,4,0,4,0,,,,,,,,,,,,
272,5,0,5,0,,,,,,,,,,,,
272,6,1.2,6,0,,,,,,,,,,,,
272,7,2,7,0,,,,,,,,,,,,
273,0,0,0,1,,,,,,,,,,,,
273,1,0,1,1,,,,,,,,,,,,
273,2,0,2,0,,,,,,,,,,,,
273,3,0.8,3,0,,,,,,,,,,,,
273,4,0,4,0,,,,,,,,,,,,
273,5,0,5,0,,,,,,,,,,,,
273,6,1.2,6,0,,,,,,,,,,,,
273,7,2,7,0,,,,,,,,,,,,
274,0,0,0,1,,,,,,,,,,,,
274,1,0,1,1,,,,,,,,,,,,
274,2,0,2,0,,,,,,,,,,,,
274,3,0.8,3,0,,,,,,,,,,,,
274,4,0,4,0,,,,,,,,,,,,
274,5,0,5,0,,,,,,,,,,,,
274,6,1.2,6,0,,,,,,,,,,,,
274,7,2,7,0,,,,,,,,,,,,
275,0,0,0,1,,,,,,,,,,,,
275,1,0,1,1,,,,,,,,,,,,
275,2,0,2,0,,,,,,,,,,,,
275,3,0.8,3,0,,,,,,,,,,,,
275,4,0,4,0,,,,,,,,,,,,
275,5,0,5,0,,,,,,,,,,,,
275,6,1.2,6,0,,,,,,,,,,,,
275,7,2,7,0,,,,,,,,,,,,
276,0,0,0,1,,,,,,,,,,,,
276,1,0,1,1,,,,,,,,,,,,
276,2,0,2,0,,,,,,,,,,,,
276,3,0.8,3,0,,,,,,,,,,,,
276,4,0,4,0,,,,,,,,,,,,
276,5,0,5,0,,,,,,,,,,,,
276,6,1.2,6,0,,,,,,,,,,,,
276,7,2,7,0,,,,,,,,,,,,
277,0,0,0,1,,,,,,,,,,,,
277,1,0,1,1,,,,,,,,,,,,
277,2,0,2,0,,,,,,,,,,,,
